,team,from,to,elo
4585,Bayern,2020-07-03,2020-08-05,2017.63415527
4586,Bayern,2020-08-06,2020-08-06,2013.95373535
4587,Bayern,2020-08-07,2020-08-08,2012.24304199
4588,Bayern,2020-08-09,2020-08-10,2013.73547363
4589,Bayern,2020-08-11,2020-08-13,2011.22241211
4590,Bayern,2020-08-14,2020-08-14,2014.62365723
4591,Bayern,2020-08-15,2020-08-18,2036.93212891
4592,Bayern,2020-08-19,2020-08-19,2033.09777832
4593,Bayern,2020-08-20,2020-08-23,2037.90100098
4594,Bayern,2020-08-24,2020-09-17,2044.85327148
4595,Bayern,2020-09-18,2020-09-18,2045.6998291
4596,Bayern,2020-09-19,2020-09-24,2047.85266113
4597,Bayern,2020-09-25,2020-09-27,2049.01293945
4598,Bayern,2020-09-28,2020-10-01,2024.96728516
4599,Bayern,2020-10-02,2020-10-04,2021.65332031
4600,Bayern,2020-10-05,2020-10-17,2022.71765137
4601,Bayern,2020-10-18,2020-10-20,2024.87695312
4602,Bayern,2020-10-21,2020-10-21,2020.76428223
4603,Bayern,2020-10-22,2020-10-22,2032.27026367
4604,Bayern,2020-10-23,2020-10-24,2036.59057617
4605,Bayern,2020-10-25,2020-10-27,2039.78674316
4606,Bayern,2020-10-28,2020-10-28,2042.2869873
4607,Bayern,2020-10-29,2020-10-29,2038.71899414
4608,Bayern,2020-10-30,2020-10-31,2036.98156738
4609,Bayern,2020-11-01,2020-11-03,2037.98852539
4610,Bayern,2020-11-04,2020-11-04,2054.80200195
4611,Bayern,2020-11-05,2020-11-05,2060.26123047
4612,Bayern,2020-11-06,2020-11-07,2062.15283203
4613,Bayern,2020-11-08,2020-11-21,2066.39379883
4614,Bayern,2020-11-22,2020-11-24,2057.83227539
4615,Bayern,2020-11-25,2020-11-25,2057.16918945
4616,Bayern,2020-11-26,2020-11-26,2062.86669922
4617,Bayern,2020-11-27,2020-11-28,2064.47998047
4618,Bayern,2020-11-29,2020-12-01,2066.00952148
4619,Bayern,2020-12-02,2020-12-02,2059.1496582
4620,Bayern,2020-12-03,2020-12-03,2058.42456055
4621,Bayern,2020-12-04,2020-12-05,2059.3918457
4622,Bayern,2020-12-06,2020-12-08,2053.61303711
4623,Bayern,2020-12-09,2020-12-09,2057.17626953
4624,Bayern,2020-12-10,2020-12-10,2055.72045898
4625,Bayern,2020-12-11,2020-12-12,2058.85327148
4626,Bayern,2020-12-13,2020-12-16,2051.1171875
4627,Bayern,2020-12-17,2020-12-19,2052.91455078
4628,Bayern,2020-12-20,2021-01-03,2056.98217773
4629,Bayern,2021-01-04,2021-01-08,2058.26416016
4630,Bayern,2021-01-09,2021-01-17,2044.79736328
4631,Bayern,2021-01-18,2021-01-20,2046.23876953
4632,Bayern,2021-01-21,2021-01-24,2047.41003418
4633,Bayern,2021-01-25,2021-01-30,2049.15600586
4634,Bayern,2021-01-31,2021-02-05,2051.81958008
4635,Bayern,2021-02-06,2021-02-15,2053.08740234
4636,Bayern,2021-02-16,2021-02-16,2044.23266602
4637,Bayern,2021-02-17,2021-02-17,2040.36376953
4638,Bayern,2021-02-18,2021-02-18,2043.91674805
4639,Bayern,2021-02-19,2021-02-20,2042.36621094
4640,Bayern,2021-02-21,2021-02-23,2029.39233398
4641,Bayern,2021-02-24,2021-02-24,2033.8503418
4642,Bayern,2021-02-25,2021-02-25,2032.69396973
4643,Bayern,2021-02-26,2021-02-27,2015.30822754
4644,Bayern,2021-02-28,2021-03-06,2016.9732666
4645,Bayern,2021-03-07,2021-03-07,2020.85510254
4646,Bayern,2021-03-08,2021-03-09,2020.85510254
4647,Bayern,2021-03-10,2021-03-10,2021.39611816
4648,Bayern,2021-03-11,2021-03-13,2018.86132812
4649,Bayern,2021-03-14,2021-03-16,2021.33300781
4650,Bayern,2021-03-17,2021-03-17,2021.17028809
4651,Bayern,2021-03-18,2021-03-20,2021.21496582
4652,Bayern,2021-03-21,2021-04-03,2023.55053711
4653,Bayern,2021-04-04,2021-04-06,2028.27270508
4654,Bayern,2021-04-07,2021-04-07,2028.0925293
4655,Bayern,2021-04-08,2021-04-10,2012.2244873
4656,Bayern,2021-04-11,2021-04-13,2004.14135742
4657,Bayern,2021-04-14,2021-04-14,2003.26245117
4658,Bayern,2021-04-15,2021-04-17,2002.21960449
4659,Bayern,2021-04-18,2021-04-20,2005.81958008
4660,Bayern,2021-04-21,2021-04-24,2008.51867676
4661,Bayern,2021-04-25,2021-05-08,1993.34326172
4662,Bayern,2021-05-09,2021-05-15,1998.6307373
4663,Bayern,2021-05-16,2021-05-22,1992.05407715
4664,Bayern,2021-05-23,2021-08-13,1993.56750488
4665,Bayern,2021-08-14,2021-08-19,1988.37243652
4666,Bayern,2021-08-20,2021-08-22,1988.75244141
4667,Bayern,2021-08-23,2021-08-26,1989.66845703
4668,Bayern,2021-08-27,2021-08-28,1989.80529785
4669,Bayern,2021-08-29,2021-09-11,1992.08764648
4670,Bayern,2021-09-12,2021-09-14,2000.15002441
4671,Bayern,2021-09-15,2021-09-15,2017.69873047
4672,Bayern,2021-09-16,2021-09-16,2017.42675781
4673,Bayern,2021-09-17,2021-09-18,2012.4465332
4674,Bayern,2021-09-19,2021-09-24,2014.02001953
4675,Bayern,2021-09-25,2021-09-25,2015.19335938
4676,Bayern,2021-09-26,2021-09-28,2015.19335938
4677,Bayern,2021-09-29,2021-09-29,2011.47363281
4678,Bayern,2021-09-30,2021-09-30,2014.7434082
4679,Bayern,2021-10-01,2021-10-03,2020.96337891
4680,Bayern,2021-10-04,2021-10-17,2005.87780762
4681,Bayern,2021-10-18,2021-10-19,2013.45556641
4682,Bayern,2021-10-20,2021-10-20,2007.66162109
4683,Bayern,2021-10-21,2021-10-21,2016.22229004
4684,Bayern,2021-10-22,2021-10-23,2015.64782715
4685,Bayern,2021-10-24,2021-10-30,2018.37353516
4686,Bayern,2021-10-31,2021-11-02,2022.38757324
4687,Bayern,2021-11-03,2021-11-03,2029.0267334
4688,Bayern,2021-11-04,2021-11-04,2025.19030762
4689,Bayern,2021-11-05,2021-11-06,2029.09204102
4690,Bayern,2021-11-07,2021-11-19,2030.61169434
4691,Bayern,2021-11-20,2021-11-23,2014.35571289
4692,Bayern,2021-11-24,2021-11-24,2014.80639648
4693,Bayern,2021-11-25,2021-11-25,2014.90112305
4694,Bayern,2021-11-26,2021-11-27,2014.98120117
4695,Bayern,2021-11-28,2021-12-04,2015.71765137
4696,Bayern,2021-12-05,2021-12-07,2020.25891113
4697,Bayern,2021-12-08,2021-12-08,2025.14575195
4698,Bayern,2021-12-09,2021-12-09,2026.41931152
4699,Bayern,2021-12-10,2021-12-11,2019.80175781
4700,Bayern,2021-12-12,2021-12-14,2020.94360352
4701,Bayern,2021-12-15,2021-12-17,2024.61706543
4702,Bayern,2021-12-18,2022-01-07,2026.75073242
4703,Bayern,2022-01-08,2022-01-15,2010.81958008
4704,Bayern,2022-01-16,2022-01-23,2014.45092773
4705,Bayern,2022-01-24,2022-02-05,2017.0637207
4706,Bayern,2022-02-06,2022-02-12,2019.31396484
4707,Bayern,2022-02-13,2022-02-16,1996.45654297
4708,Bayern,2022-02-17,2022-02-17,1996.63977051
4709,Bayern,2022-02-18,2022-02-20,1990.23010254
4710,Bayern,2022-02-21,2022-02-24,1991.10754395
4711,Bayern,2022-02-25,2022-02-26,1993.29199219
4712,Bayern,2022-02-27,2022-03-05,1996.04699707
4713,Bayern,2022-03-06,2022-03-08,1989.65588379
4714,Bayern,2022-03-09,2022-03-09,1997.20495605
4715,Bayern,2022-03-10,2022-03-10,1999.85058594
4716,Bayern,2022-03-11,2022-03-12,1998.76867676
4717,Bayern,2022-03-13,2022-03-17,1993.09362793
4718,Bayern,2022-03-18,2022-03-19,1990.58007812
4719,Bayern,2022-03-20,2022-04-02,1993.41796875
4720,Bayern,2022-04-03,2022-04-06,1998.56152344
4721,Bayern,2022-04-07,2022-04-07,1992.89025879
4722,Bayern,2022-04-08,2022-04-09,1991.99694824
4723,Bayern,2022-04-10,2022-04-12,1993.01965332
4724,Bayern,2022-04-13,2022-04-14,1975.4654541
4725,Bayern,2022-04-15,2022-04-17,1986.32214355
4726,Bayern,2022-04-18,2022-04-23,1989.01879883
4727,Bayern,2022-04-24,2022-04-28,1993.0859375
4728,Bayern,2022-04-29,2022-04-30,1996.53063965
4729,Bayern,2022-05-01,2022-05-04,1975.66503906
4730,Bayern,2022-05-05,2022-05-05,1975.66503906
4731,Bayern,2022-05-06,2022-05-08,1973.00817871
4732,Bayern,2022-05-09,2022-05-14,1964.74829102
4733,Bayern,2022-05-15,2022-05-18,1958.59838867
4734,Bayern,2022-05-19,2022-08-05,1958.39099121
4735,Bayern,2022-08-06,2022-08-14,1966.88330078
4736,Bayern,2022-08-15,2022-08-18,1969.26574707
4737,Bayern,2022-08-19,2022-08-21,1966.69018555
4738,Bayern,2022-08-22,2022-08-25,1971.09960938
4739,Bayern,2022-08-26,2022-08-27,1974.22827148
4740,Bayern,2022-08-28,2022-09-03,1967.35437012
4741,Bayern,2022-09-04,2022-09-06,1962.80273438
4742,Bayern,2022-09-07,2022-09-07,1956.03466797
4743,Bayern,2022-09-08,2022-09-08,1960.09936523
4744,Bayern,2022-09-09,2022-09-10,1956.09887695
4745,Bayern,2022-09-11,2022-09-13,1948.02819824
4746,Bayern,2022-09-14,2022-09-14,1967.03063965
4747,Bayern,2022-09-15,2022-09-15,1965.31628418
4748,Bayern,2022-09-16,2022-09-17,1967.02563477
4749,Bayern,2022-09-18,2022-09-30,1951.83410645
4750,Bayern,2022-10-01,2022-10-04,1957.1862793
4751,Bayern,2022-10-05,2022-10-05,1958.86437988
4752,Bayern,2022-10-06,2022-10-06,1965.92285156
4753,Bayern,2022-10-07,2022-10-08,1963.91723633
4754,Bayern,2022-10-09,2022-10-11,1960.86035156
4755,Bayern,2022-10-12,2022-10-12,1962.47741699
4756,Bayern,2022-10-13,2022-10-13,1960.87683105
4757,Bayern,2022-10-14,2022-10-16,1960.63659668
4758,Bayern,2022-10-17,2022-10-22,1966.67089844
4759,Bayern,2022-10-23,2022-10-25,1970.81774902
4760,Bayern,2022-10-26,2022-10-26,1976.3392334
4761,Bayern,2022-10-27,2022-10-27,1996.73828125
4762,Bayern,2022-10-28,2022-10-29,1997.18688965
4763,Bayern,2022-10-30,2022-11-01,2000.4074707
4764,Bayern,2022-11-02,2022-11-02,2008.27197266
4765,Bayern,2022-11-03,2022-11-03,2010.64855957
4766,Bayern,2022-11-04,2022-11-05,2010.0604248
4767,Bayern,2022-11-06,2022-11-08,2011.69506836
4768,Bayern,2022-11-09,2022-11-12,2014.05969238
4769,Bayern,2022-11-13,2023-01-20,2015.6192627
4770,Bayern,2023-01-21,2023-01-24,2012.38024902
4771,Bayern,2023-01-25,2023-01-28,2004.14477539
4772,Bayern,2023-01-29,2023-02-05,1997.6418457
4773,Bayern,2023-02-06,2023-02-11,2002.79016113
4774,Bayern,2023-02-12,2023-02-14,2004.28527832
4775,Bayern,2023-02-15,2023-02-15,2008.94885254
4776,Bayern,2023-02-16,2023-02-16,2010.3182373
4777,Bayern,2023-02-17,2023-02-18,2008.51806641
4778,Bayern,2023-02-19,2023-02-21,1994.91833496
4779,Bayern,2023-02-22,2023-02-22,1992.99023438
4780,Bayern,2023-02-23,2023-02-23,1992.92041016
4781,Bayern,2023-02-24,2023-02-26,1999.45910645
4782,Bayern,2023-02-27,2023-03-04,2003.82861328
4783,Bayern,2023-03-05,2023-03-07,2005.62341309
4784,Bayern,2023-03-08,2023-03-08,2000.90820312
4785,Bayern,2023-03-09,2023-03-09,2007.10864258
4786,Bayern,2023-03-10,2023-03-11,2005.60131836
4787,Bayern,2023-03-12,2023-03-14,2006.8762207
4788,Bayern,2023-03-15,2023-03-15,2003.81652832
4789,Bayern,2023-03-16,2023-03-16,2002.64685059
4790,Bayern,2023-03-17,2023-03-19,1991.03552246
4791,Bayern,2023-03-20,2023-04-01,1978.94250488
4792,Bayern,2023-04-02,2023-04-08,1983.29663086
4793,Bayern,2023-04-09,2023-04-11,1986.9855957
4794,Bayern,2023-04-12,2023-04-13,1975.18005371
4795,Bayern,2023-04-14,2023-04-15,1974.23925781
4796,Bayern,2023-04-16,2023-04-19,1965.94055176
4797,Bayern,2023-04-20,2023-04-20,1962.80529785
4798,Bayern,2023-04-21,2023-04-22,1967.13830566
4799,Bayern,2023-04-23,2023-04-25,1949.3269043
4800,Bayern,2023-04-26,2023-04-30,1949.3269043
4801,Bayern,2023-05-01,2023-05-06,1950.48864746
4802,Bayern,2023-05-07,2023-05-11,1952.79992676
4803,Bayern,2023-05-12,2023-05-13,1951.54699707
4804,Bayern,2023-05-14,2023-05-17,1953.93469238
4805,Bayern,2023-05-18,2023-05-18,1953.93469238
4806,Bayern,2023-05-19,2023-05-20,1951.98974609
4807,Bayern,2023-05-21,2023-05-27,1933.57531738
4808,Bayern,2023-05-28,2023-08-18,1937.01245117
4809,Bayern,2023-08-19,2023-08-27,1937.01245117
4810,Bayern,2023-08-28,2023-12-31,1937.01245117
9497,Barcelona,2013-12-23,2014-01-05,2040.85791016
9498,Barcelona,2014-01-06,2014-01-11,2042.20947266
9499,Barcelona,2014-01-12,2014-01-19,2041.18969727
9500,Barcelona,2014-01-20,2014-01-26,2034.29504395
9501,Barcelona,2014-01-27,2014-02-01,2036.44799805
9502,Barcelona,2014-02-02,2014-02-09,2021.16906738
9503,Barcelona,2014-02-10,2014-02-15,2027.1184082
9504,Barcelona,2014-02-16,2014-02-18,2028.84423828
9505,Barcelona,2014-02-19,2014-02-19,2041.14587402
9506,Barcelona,2014-02-20,2014-02-20,2042.13415527
9507,Barcelona,2014-02-21,2014-02-22,2043.89440918
9508,Barcelona,2014-02-23,2014-02-26,2026.34851074
9509,Barcelona,2014-02-27,2014-02-27,2027.91418457
9510,Barcelona,2014-02-28,2014-03-02,2034.66662598
9511,Barcelona,2014-03-03,2014-03-08,2036.27990723
9512,Barcelona,2014-03-09,2014-03-11,2021.48498535
9513,Barcelona,2014-03-12,2014-03-12,2022.82800293
9514,Barcelona,2014-03-13,2014-03-13,2026.55895996
9515,Barcelona,2014-03-14,2014-03-16,2027.88708496
9516,Barcelona,2014-03-17,2014-03-18,2030.65063477
9517,Barcelona,2014-03-19,2014-03-20,2030.68847656
9518,Barcelona,2014-03-21,2014-03-23,2030.77770996
9519,Barcelona,2014-03-24,2014-03-26,2041.20837402
9520,Barcelona,2014-03-27,2014-03-29,2042.87084961
9521,Barcelona,2014-03-30,2014-04-01,2045.55285645
9522,Barcelona,2014-04-02,2014-04-02,2042.46240234
9523,Barcelona,2014-04-03,2014-04-03,2044.45690918
9524,Barcelona,2014-04-04,2014-04-05,2037.41577148
9525,Barcelona,2014-04-06,2014-04-08,2038.72729492
9526,Barcelona,2014-04-09,2014-04-09,2037.93774414
9527,Barcelona,2014-04-10,2014-04-10,2026.37365723
9528,Barcelona,2014-04-11,2014-04-12,2041.66931152
9529,Barcelona,2014-04-13,2014-04-20,2026.8001709
9530,Barcelona,2014-04-21,2014-04-22,2028.96398926
9531,Barcelona,2014-04-23,2014-04-23,2028.47729492
9532,Barcelona,2014-04-24,2014-04-27,2029.97009277
9533,Barcelona,2014-04-28,2014-04-29,2033.32495117
9534,Barcelona,2014-04-30,2014-04-30,2038.55334473
9535,Barcelona,2014-05-01,2014-05-03,2042.84228516
9536,Barcelona,2014-05-04,2014-05-11,2034.38024902
9537,Barcelona,2014-05-12,2014-05-14,2027.68432617
9538,Barcelona,2014-05-15,2014-05-17,2027.90942383
9539,Barcelona,2014-05-18,2014-07-31,2024.54199219
9540,Barcelona,2014-08-01,2014-08-07,2024.79772949
9541,Barcelona,2014-08-08,2014-08-19,2024.83935547
9542,Barcelona,2014-08-20,2014-08-21,2025.29785156
9543,Barcelona,2014-08-22,2014-08-24,2026.11193848
9544,Barcelona,2014-08-25,2014-08-27,2028.02319336
9545,Barcelona,2014-08-28,2014-08-28,2031.24743652
9546,Barcelona,2014-08-29,2014-08-31,2022.70239258
9547,Barcelona,2014-09-01,2014-09-13,2026.98840332
9548,Barcelona,2014-09-14,2014-09-16,2030.60742188
9549,Barcelona,2014-09-17,2014-09-17,2027.14550781
9550,Barcelona,2014-09-18,2014-09-18,2026.86706543
9551,Barcelona,2014-09-19,2014-09-20,2027.86950684
9552,Barcelona,2014-09-21,2014-09-21,2027.86950684
9553,Barcelona,2014-09-22,2014-09-24,2034.3605957
9554,Barcelona,2014-09-25,2014-09-27,2028.68847656
9555,Barcelona,2014-09-28,2014-09-30,2031.35949707
9556,Barcelona,2014-10-01,2014-10-01,2012.56665039
9557,Barcelona,2014-10-02,2014-10-02,2014.5065918
9558,Barcelona,2014-10-03,2014-10-04,2013.55786133
9559,Barcelona,2014-10-05,2014-10-18,2017.24926758
9560,Barcelona,2014-10-19,2014-10-21,2018.78894043
9561,Barcelona,2014-10-22,2014-10-22,2018.61108398
9562,Barcelona,2014-10-23,2014-10-23,2021.61486816
9563,Barcelona,2014-10-24,2014-10-25,2020.68469238
9564,Barcelona,2014-10-26,2014-11-01,2013.63757324
9565,Barcelona,2014-11-02,2014-11-04,1998.40612793
9566,Barcelona,2014-11-05,2014-11-05,1999.67980957
9567,Barcelona,2014-11-06,2014-11-06,1999.8067627
9568,Barcelona,2014-11-07,2014-11-08,1996.86706543
9569,Barcelona,2014-11-09,2014-11-22,1999.23950195
9570,Barcelona,2014-11-23,2014-11-25,2004.92126465
9571,Barcelona,2014-11-26,2014-11-26,2011.44628906
9572,Barcelona,2014-11-27,2014-11-27,2013.07043457
9573,Barcelona,2014-11-28,2014-11-30,2007.15222168
9574,Barcelona,2014-12-01,2014-12-07,2012.12719727
9575,Barcelona,2014-12-08,2014-12-09,2014.50048828
9576,Barcelona,2014-12-10,2014-12-10,2014.87316895
9577,Barcelona,2014-12-11,2014-12-11,2021.5612793
9578,Barcelona,2014-12-12,2014-12-13,2023.08996582
9579,Barcelona,2014-12-14,2014-12-20,2016.58105469
9580,Barcelona,2014-12-21,2015-01-04,2018.15734863
9581,Barcelona,2015-01-05,2015-01-11,2004.9979248
9582,Barcelona,2015-01-12,2015-01-18,2012.35083008
9583,Barcelona,2015-01-19,2015-01-24,2016.41088867
9584,Barcelona,2015-01-25,2015-02-01,2021.54174805
9585,Barcelona,2015-02-02,2015-02-08,2023.92565918
9586,Barcelona,2015-02-09,2015-02-15,2030.1784668
9587,Barcelona,2015-02-16,2015-02-18,2032.51330566
9588,Barcelona,2015-02-19,2015-02-19,2033.2064209
9589,Barcelona,2015-02-20,2015-02-21,2035.57470703
9590,Barcelona,2015-02-22,2015-02-24,2019.85961914
9591,Barcelona,2015-02-25,2015-02-25,2028.25427246
9592,Barcelona,2015-02-26,2015-02-26,2026.19641113
9593,Barcelona,2015-02-27,2015-02-28,2025.19104004
9594,Barcelona,2015-03-01,2015-03-08,2027.92211914
9595,Barcelona,2015-03-09,2015-03-10,2029.95935059
9596,Barcelona,2015-03-11,2015-03-14,2029.74023438
9597,Barcelona,2015-03-15,2015-03-17,2032.46508789
9598,Barcelona,2015-03-18,2015-03-18,2032.43115234
9599,Barcelona,2015-03-19,2015-03-22,2034.83837891
9600,Barcelona,2015-03-23,2015-04-05,2041.00891113
9601,Barcelona,2015-04-06,2015-04-08,2044.04711914
9602,Barcelona,2015-04-09,2015-04-11,2045.3729248
9603,Barcelona,2015-04-12,2015-04-15,2042.9708252
9604,Barcelona,2015-04-16,2015-04-16,2049.77050781
9605,Barcelona,2015-04-17,2015-04-18,2050.46728516
9606,Barcelona,2015-04-19,2015-04-21,2054.2097168
9607,Barcelona,2015-04-22,2015-04-23,2055.84667969
9608,Barcelona,2015-04-24,2015-04-25,2057.23461914
9609,Barcelona,2015-04-26,2015-04-28,2061.31884766
9610,Barcelona,2015-04-29,2015-05-02,2063.26611328
9611,Barcelona,2015-05-03,2015-05-05,2066.29443359
9612,Barcelona,2015-05-06,2015-05-06,2064.62890625
9613,Barcelona,2015-05-07,2015-05-07,2080.63549805
9614,Barcelona,2015-05-08,2015-05-09,2082.99414062
9615,Barcelona,2015-05-10,2015-05-12,2084.58349609
9616,Barcelona,2015-05-13,2015-05-13,2082.63110352
9617,Barcelona,2015-05-14,2015-05-14,2079.09619141
9618,Barcelona,2015-05-15,2015-05-17,2080.08959961
9619,Barcelona,2015-05-18,2015-05-23,2087.01611328
9620,Barcelona,2015-05-24,2015-05-27,2078.02246094
9621,Barcelona,2015-05-28,2015-06-06,2078.90405273
9622,Barcelona,2015-06-07,2015-07-30,2087.62817383
9623,Barcelona,2015-07-31,2015-08-06,2087.81201172
9624,Barcelona,2015-08-07,2015-08-19,2087.82177734
9625,Barcelona,2015-08-20,2015-08-20,2089.93579102
9626,Barcelona,2015-08-21,2015-08-23,2088.93139648
9627,Barcelona,2015-08-24,2015-08-25,2092.03881836
9628,Barcelona,2015-08-26,2015-08-27,2091.92260742
9629,Barcelona,2015-08-28,2015-08-29,2093.04199219
9630,Barcelona,2015-08-30,2015-09-12,2094.00073242
9631,Barcelona,2015-09-13,2015-09-15,2100.68139648
9632,Barcelona,2015-09-16,2015-09-16,2104.42236328
9633,Barcelona,2015-09-17,2015-09-17,2091.90698242
9634,Barcelona,2015-09-18,2015-09-20,2090.0534668
9635,Barcelona,2015-09-21,2015-09-23,2091.34790039
9636,Barcelona,2015-09-24,2015-09-26,2067.55883789
9637,Barcelona,2015-09-27,2015-09-29,2068.35375977
9638,Barcelona,2015-09-30,2015-09-30,2072.8359375
9639,Barcelona,2015-10-01,2015-10-01,2066.47705078
9640,Barcelona,2015-10-02,2015-10-03,2063.47363281
9641,Barcelona,2015-10-04,2015-10-17,2052.07177734
9642,Barcelona,2015-10-18,2015-10-20,2053.55493164
9643,Barcelona,2015-10-21,2015-10-21,2055.8737793
9644,Barcelona,2015-10-22,2015-10-22,2053.62231445
9645,Barcelona,2015-10-23,2015-10-24,2055.69775391
9646,Barcelona,2015-10-25,2015-10-25,2055.69775391
9647,Barcelona,2015-10-26,2015-10-31,2056.87744141
9648,Barcelona,2015-11-01,2015-11-03,2059.38354492
9649,Barcelona,2015-11-04,2015-11-04,2053.67871094
9650,Barcelona,2015-11-05,2015-11-05,2050.85131836
9651,Barcelona,2015-11-06,2015-11-08,2052.3059082
9652,Barcelona,2015-11-09,2015-11-21,2055.19995117
9653,Barcelona,2015-11-22,2015-11-24,2074.19921875
9654,Barcelona,2015-11-25,2015-11-25,2074.87475586
9655,Barcelona,2015-11-26,2015-11-26,2073.74316406
9656,Barcelona,2015-11-27,2015-11-28,2076.5378418
9657,Barcelona,2015-11-29,2015-12-05,2078.390625
9658,Barcelona,2015-12-06,2015-12-08,2073.91650391
9659,Barcelona,2015-12-09,2015-12-09,2078.74291992
9660,Barcelona,2015-12-10,2015-12-10,2065.19238281
9661,Barcelona,2015-12-11,2015-12-12,2062.31054688
9662,Barcelona,2015-12-13,2015-12-30,2053.79272461
9663,Barcelona,2015-12-31,2016-01-02,2055.53833008
9664,Barcelona,2016-01-03,2016-01-09,2048.82788086
9665,Barcelona,2016-01-10,2016-01-17,2050.18310547
9666,Barcelona,2016-01-18,2016-01-23,2054.0925293
9667,Barcelona,2016-01-24,2016-01-30,2056.68066406
9668,Barcelona,2016-01-31,2016-02-07,2060.42138672
9669,Barcelona,2016-02-08,2016-02-14,2062.51513672
9670,Barcelona,2016-02-15,2016-02-17,2065.06787109
9671,Barcelona,2016-02-18,2016-02-18,2068.38012695
9672,Barcelona,2016-02-19,2016-02-20,2075.828125
9673,Barcelona,2016-02-21,2016-02-23,2077.23510742
9674,Barcelona,2016-02-24,2016-02-24,2081.80981445
9675,Barcelona,2016-02-25,2016-02-25,2081.38891602
9676,Barcelona,2016-02-26,2016-02-28,2084.19213867
9677,Barcelona,2016-02-29,2016-03-03,2086.21899414
9678,Barcelona,2016-03-04,2016-03-06,2089.45507812
9679,Barcelona,2016-03-07,2016-03-08,2092.79443359
9680,Barcelona,2016-03-09,2016-03-10,2093.09033203
9681,Barcelona,2016-03-11,2016-03-12,2095.63647461
9682,Barcelona,2016-03-13,2016-03-15,2096.96679688
9683,Barcelona,2016-03-16,2016-03-16,2094.45288086
9684,Barcelona,2016-03-17,2016-03-17,2095.03051758
9685,Barcelona,2016-03-18,2016-03-20,2098.73657227
9686,Barcelona,2016-03-21,2016-04-02,2093.83203125
9687,Barcelona,2016-04-03,2016-04-05,2082.75244141
9688,Barcelona,2016-04-06,2016-04-06,2084.66162109
9689,Barcelona,2016-04-07,2016-04-07,2081.04296875
9690,Barcelona,2016-04-08,2016-04-09,2081.62231445
9691,Barcelona,2016-04-10,2016-04-12,2067.40771484
9692,Barcelona,2016-04-13,2016-04-13,2071.4519043
9693,Barcelona,2016-04-14,2016-04-14,2053.57714844
9694,Barcelona,2016-04-15,2016-04-16,2056.16577148
9695,Barcelona,2016-04-17,2016-04-17,2056.16577148
9696,Barcelona,2016-04-18,2016-04-20,2040.40649414
9697,Barcelona,2016-04-21,2016-04-23,2047.13024902
9698,Barcelona,2016-04-24,2016-04-26,2049.17211914
9699,Barcelona,2016-04-27,2016-04-27,2048.86328125
9700,Barcelona,2016-04-28,2016-04-28,2050.55517578
9701,Barcelona,2016-04-29,2016-04-30,2052.75927734
9702,Barcelona,2016-05-01,2016-05-03,2056.20166016
9703,Barcelona,2016-05-04,2016-05-04,2056.90551758
9704,Barcelona,2016-05-05,2016-05-05,2058.10375977
9705,Barcelona,2016-05-06,2016-05-08,2053.77807617
9706,Barcelona,2016-05-09,2016-05-14,2055.765625
9707,Barcelona,2016-05-15,2016-05-18,2059.40576172
9708,Barcelona,2016-05-19,2016-08-17,2062.78027344
9709,Barcelona,2016-08-18,2016-08-20,2058.93432617
9710,Barcelona,2016-08-21,2016-08-23,2060.8515625
9711,Barcelona,2016-08-24,2016-08-28,2058.07568359
9712,Barcelona,2016-08-29,2016-09-10,2062.4753418
9713,Barcelona,2016-09-11,2016-09-13,2045.65979004
9714,Barcelona,2016-09-14,2016-09-14,2048.26782227
9715,Barcelona,2016-09-15,2016-09-15,2050.12646484
9716,Barcelona,2016-09-16,2016-09-17,2043.75891113
